,id,date,competition,venue,indoor,disciplineCode,disciplineNameUrlSlug,typeNameUrlSlug,discipline,country,category,race,place,mark,wind,notLegal,resultScore,remark,__typename
0,14550669,17 NOV 2012,"Nathan QA All Comers Meet, Nathan",Nathan (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F2,5.,11.59,+1.3,False,720,,resultsByDateResults
1,14550669,03 DEC 2012,"Launceston Schools Knockout National Final, Launceston - U16 Events",Launceston (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,6.63,+2.9,True,826,,resultsByDateResults
2,14550669,23 FEB 2013,"Brisbane Queensland U16 Ch., Brisbane",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H1,1.,11.43,+0.4,False,764,,resultsByDateResults
3,14550669,23 FEB 2013,"Brisbane Queensland U16 Ch., Brisbane",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,1.,11.25,+1.6,False,814,,resultsByDateResults
4,14550669,24 FEB 2013,"Brisbane Queensland U16 Ch., Brisbane",Brisbane (AUS),False,200,200-metres,sprints,200 Metres,AUS,F,H2,1.,23.51,+0.2,False,730,,resultsByDateResults
5,14550669,24 FEB 2013,"Brisbane Queensland U16 Ch., Brisbane",Brisbane (AUS),False,200,200-metres,sprints,200 Metres,AUS,F,F,2.,23.20,+1.1,False,768,,resultsByDateResults
6,14550669,24 FEB 2013,"Brisbane Queensland U16 Ch., Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,6.40,+3.0,True,776,,resultsByDateResults
7,14550669,24 FEB 2013,"Brisbane Queensland U16 Ch., Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,,6.37,+1.4,False,788,,resultsByDateResults
8,14550669,15 MAR 2013,"Perth Australian U16 Ch., Perth",Perth (AUS),False,TJ,triple-jump,jumps,Triple Jump,AUS,F,F,2.,13.70,-0.2,False,819,,resultsByDateResults
9,14550669,17 MAR 2013,"Perth Australian U16 Ch., Perth",Perth (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H1,3.,11.30,+0.2,False,800,,resultsByDateResults
10,14550669,17 MAR 2013,"Perth Australian U16 Ch., Perth",Perth (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,3.,11.26,+2.3,True,798,,resultsByDateResults
11,14550669,17 MAR 2013,"Perth Australian U16 Ch., Perth",Perth (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,6.84,-0.9,False,893,,resultsByDateResults
12,14550669,27 SEP 2013,"Brisbane School Holiday All Comers Meet, Brisbane",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F2,2.,11.52,+1.4,False,739,,resultsByDateResults
13,14550669,27 SEP 2013,"Brisbane School Holiday All Comers Meet, Brisbane",Brisbane (AUS),False,200,200-metres,sprints,200 Metres,AUS,F,F3,1.,23.55,-1.6,False,734,,resultsByDateResults
14,14550669,24 OCT 2013,"Brisbane Queensland Secondary Schools Ch., Brisbane - U16 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,2.,11.19,+1.1,False,831,,resultsByDateResults
15,14550669,25 OCT 2013,"Brisbane Queensland Secondary Schools Ch., Brisbane - U16 Events",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.14,+3.4,True,932,,resultsByDateResults
16,14550669,30 NOV 2013,"Brisbane QA All Comers Meet, Brisbane",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F1,7.,11.67,-2.3,False,712,,resultsByDateResults
17,14550669,07 DEC 2013,"Townsville Australian All Schools Ch., Townsville - U16 Events",Townsville (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H3,1.,10.90,+2.2,True,903,,resultsByDateResults
18,14550669,07 DEC 2013,"Townsville Australian All Schools Ch., Townsville - U16 Events",Townsville (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,2.,10.95,+1.5,False,901,,resultsByDateResults
19,14550669,08 DEC 2013,"Townsville Australian All Schools Ch., Townsville - U16 Events",Townsville (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,6.89,-0.8,False,903,,resultsByDateResults
20,14550669,15 FEB 2014,"Brisbane Joanna Stone Shield, Brisbane - U18 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F1,2.,11.22,+2.4,True,808,,resultsByDateResults
21,14550669,22 FEB 2014,"Brisbane Queensland Jun. Ch., Brisbane - U18 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H4,2.,11.62,-2.6,False,727,,resultsByDateResults
22,14550669,22 FEB 2014,"Brisbane Queensland Jun. Ch., Brisbane - U18 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,SF1,5.,11.12,+0.6,False,851,,resultsByDateResults
23,14550669,22 FEB 2014,"Brisbane Queensland Jun. Ch., Brisbane - U18 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,7.,11.39,-2.4,False,789,,resultsByDateResults
24,14550669,23 FEB 2014,"Brisbane Queensland Jun. Ch., Brisbane - U18 Events",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,2.,6.95,+3.7,True,889,,resultsByDateResults
25,14550669,01 MAR 2014,"Brisbane South Queensland Regional Cup, Brisbane - U18 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,2.,11.34,-0.2,False,790,,resultsByDateResults
26,14550669,01 MAR 2014,"Brisbane South Queensland Regional Cup, Brisbane - U18 Events",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,6.95,+1.8,False,911,,resultsByDateResults
27,14550669,13 MAR 2014,"Sydney Australian U17 Ch., Sydney",Sydney (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.16,+2.6,True,941,,resultsByDateResults
28,14550669,13 MAR 2014,"Sydney Australian U17 Ch., Sydney",Sydney (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,,7.05,0.0,False,933,,resultsByDateResults
29,14550669,16 MAR 2014,"Sydney Australian U17 Ch., Sydney",Sydney (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H2,1.,10.91,+1.1,False,913,,resultsByDateResults
30,14550669,16 MAR 2014,"Sydney Australian U17 Ch., Sydney",Sydney (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,1.,10.93,+0.6,False,907,,resultsByDateResults
31,14550669,23 OCT 2014,"Brisbane Queensland Secondary Schools Ch., Brisbane - U17 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H2,1.,10.97,+2.4,True,881,,resultsByDateResults
32,14550669,23 OCT 2014,"Brisbane Queensland Secondary Schools Ch., Brisbane - U17 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,2.,10.81,+2.7,True,927,,resultsByDateResults
33,14550669,24 OCT 2014,"Brisbane Queensland Secondary Schools Ch., Brisbane - U17 Events",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.48,+5.6,True,992,,resultsByDateResults
34,14550669,31 OCT 2014,"Brisbane Queensland GPS Ch., Brisbane",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,2.,10.94,+1.6,False,904,,resultsByDateResults
35,14550669,31 OCT 2014,"Brisbane Queensland GPS Ch., Brisbane",Brisbane (AUS),False,200,200-metres,sprints,200 Metres,AUS,F,F,2.,21.90,+3.0,True,921,,resultsByDateResults
36,14550669,23 NOV 2014,"Brisbane Queensland Club Ch., Brisbane - U18 Events",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,6.83,+1.4,False,886,,resultsByDateResults
37,14550669,06 DEC 2014,"Adelaide Australian All Schools Ch., Adelaide",Adelaide (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,,7.12,+0.5,False,948,,resultsByDateResults
38,14550669,06 DEC 2014,"Adelaide Australian All Schools Ch., Adelaide",Adelaide (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,2.,7.52,+4.3,True,1009,,resultsByDateResults
39,14550669,10 JAN 2015,"Brisbane QA All Comers Meet, Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.29,+0.1,False,984,,resultsByDateResults
40,14550669,07 FEB 2015,"Brisbane Glynis Nunn Shield, Brisbane - U18 Events",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.28,-1.7,False,992,,resultsByDateResults
41,14550669,14 FEB 2015,"Melbourne Victorian Jun. Ch., Melbourne - U18 Events",Melbourne (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H3,1.,10.83,+1.4,False,937,,resultsByDateResults
42,14550669,14 FEB 2015,"Melbourne Victorian Jun. Ch., Melbourne - U18 Events",Melbourne (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,1.,10.90,+0.3,False,916,,resultsByDateResults
43,14550669,14 FEB 2015,"Melbourne Victorian Jun. Ch., Melbourne - U18 Events",Melbourne (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.07,+1.8,False,937,,resultsByDateResults
44,14550669,28 FEB 2015,"Brisbane Queensland U20 Ch., Brisbane - U18 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H2,,DQ,+0.6,False,0,,resultsByDateResults
45,14550669,01 MAR 2015,"Brisbane Queensland U20 Ch., Brisbane - U18 Events",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.02,+0.4,False,926,,resultsByDateResults
46,14550669,01 MAR 2015,"Brisbane Queensland U20 Ch., Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,2.,7.35,-0.7,False,1001,,resultsByDateResults
47,14550669,07 MAR 2015,"Brisbane Queensland Open Ch., Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,3.,7.52,+1.2,False,1034,,resultsByDateResults
48,14550669,14 MAR 2015,"Sydney Australian U18 Ch., Sydney",Sydney (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.68,0.0,False,1068,,resultsByDateResults
49,14550669,15 MAR 2015,"Sydney Australian U18 Ch., Sydney",Sydney (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H2,4.,11.37,-1.6,False,789,,resultsByDateResults
50,14550669,27 MAR 2015,"Brisbane Australian Ch., Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,B,Q,6.,7.60,+0.9,False,1051,,resultsByDateResults
51,14550669,29 MAR 2015,"Brisbane Australian Ch., Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,B,F,2.,7.91,+1.6,False,1118,,resultsByDateResults
52,14550669,14 JUN 2015,Brisbane,Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.71,+2.6,True,1060,,resultsByDateResults
53,14550669,15 JUL 2015,"Cali IAAF World Youth Championships, Pascual Guerrero Stadium, Cali","Pascual Guerrero Stadium, Cali (COL)",False,LJ,long-jump,jumps,Long Jump,COL,D,Q2,1.,7.88,-0.1,False,1112,,resultsByDateResults
54,14550669,16 JUL 2015,"Cali IAAF World Youth Championships, Pascual Guerrero Stadium, Cali","Pascual Guerrero Stadium, Cali (COL)",False,LJ,long-jump,jumps,Long Jump,COL,D,F,2.,8.01,+0.5,False,1140,,resultsByDateResults
55,14550669,22 OCT 2015,"Brisbane Queensland School Sport T&F Ch., Brisbane - U18 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H4,1.,10.84,+1.7,False,934,,resultsByDateResults
56,14550669,22 OCT 2015,"Brisbane Queensland School Sport T&F Ch., Brisbane - U18 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,SF2,2.,11.01,-2.0,False,895,,resultsByDateResults
57,14550669,22 OCT 2015,"Brisbane Queensland School Sport T&F Ch., Brisbane - U18 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,1.,10.93,-1.0,False,913,,resultsByDateResults
58,14550669,23 OCT 2015,"Brisbane Queensland School Sport T&F Ch., Brisbane - U18 Events",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.49,+0.4,False,1027,,resultsByDateResults
59,14550669,04 DEC 2015,"Melbourne Australian All Schools Ch., Melbourne",Melbourne (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.66,+1.1,False,1064,,resultsByDateResults
60,14550669,05 DEC 2015,"Melbourne Australian All Schools Ch., Melbourne",Melbourne (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H1,2.,10.96,+0.8,False,898,,resultsByDateResults
61,14550669,05 DEC 2015,"Melbourne Australian All Schools Ch., Melbourne",Melbourne (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,8.,11.14,+0.1,False,845,,resultsByDateResults
62,14550669,07 DEC 2015,Melbourne - U19 Events,Melbourne (AUS),False,110HY,110m-hurdles-914cm,hurdles,110m Hurdles (91.4cm),AUS,F,F,3.,14.65,+0.9,False,0,,resultsByDateResults
63,14550669,07 DEC 2015,Melbourne - U19 Events,Melbourne (AUS),False,HJ,high-jump,jumps,High Jump,AUS,F,F,2.,2.00,,False,914,,resultsByDateResults
64,14550669,09 JAN 2016,Melbourne,Melbourne (AUS),False,200,200-metres,sprints,200 Metres,AUS,F,F3,1.,22.30,-2.1,False,897,,resultsByDateResults
65,14550669,23 JAN 2016,"Brisbane Sally Pearson Shield, Brisbane - U20 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F1,2.,10.64,+0.6,False,996,,resultsByDateResults
66,14550669,07 FEB 2016,"Sydney NSW U20 & U18 & U17 Ch., Sydney",Sydney (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.75,+0.7,False,1083,,resultsByDateResults
67,14550669,14 FEB 2016,"Brisbane Queensland Jun. Ch., Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,2.,7.59,+0.5,False,1049,,resultsByDateResults
68,14550669,20 FEB 2016,"Canberra Track Classic, Canberra",Canberra (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.83,+1.3,False,1101,,resultsByDateResults
69,14550669,05 MAR 2016,"Melbourne IAAF World Challenge, Albert Park, Melbourne","Albert Park, Melbourne (AUS)",False,LJ,long-jump,jumps,Long Jump,AUS,B,F,1.,7.74,+1.0,False,1081,,resultsByDateResults
70,14550669,11 MAR 2016,"Perth Australian U20 Ch., Perth",Perth (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.72,+0.8,False,1077,,resultsByDateResults
71,14550669,01 APR 2016,"Sydney Australian Ch., SOPAC, Sydney","SOPAC, Sydney (AUS)",False,LJ,long-jump,jumps,Long Jump,AUS,B,Q,5.,7.59,+1.5,False,1049,,resultsByDateResults
72,14550669,03 APR 2016,"Sydney Australian Ch., SOPAC, Sydney","SOPAC, Sydney (AUS)",False,LJ,long-jump,jumps,Long Jump,AUS,B,F,5.,7.71,+0.4,False,1075,,resultsByDateResults
73,14550669,16 APR 2016,"Canberra High Noon Series, Canberra",Canberra (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,2.,7.63,+1.2,False,1057,,resultsByDateResults
74,14550669,06 MAY 2016,"Houston Tom Tellez Invitational, Houston, TX","Houston, TX (USA)",False,100,100-metres,sprints,100 Metres,USA,F,F1,1.,10.58,+1.9,False,1015,,resultsByDateResults
75,14550669,26 JUN 2016,"Mannheim Bauhaus Junioren-Gala, Mannheim",Mannheim (GER),False,LJ,long-jump,jumps,Long Jump,GER,F,F1,1.,7.74,0.0,False,1081,,resultsByDateResults
76,14550669,01 JUL 2016,"Suwałki Polish Jun Ch., Suwalki",Suwalki (POL),False,LJ,long-jump,jumps,Long Jump,POL,F,Q2,2.,7.27,+0.8,False,980,,resultsByDateResults
77,14550669,19 JUL 2016,"Bydgoszcz IAAF World U20 Championships, Zdzislaw Krzyszkowiak Stadium, Bydgoszcz","Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",False,LJ,long-jump,jumps,Long Jump,POL,C,Q1,3.,7.65,+0.3,False,1062,,resultsByDateResults
78,14550669,20 JUL 2016,"Bydgoszcz IAAF World U20 Championships, Zdzislaw Krzyszkowiak Stadium, Bydgoszcz","Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",False,LJ,long-jump,jumps,Long Jump,POL,C,F,3.,7.88,-1.0,False,1118,,resultsByDateResults
79,14550669,14 JAN 2017,"Brisbane Alana Boyd Shield, Brisbane",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F1,2.,10.61,+1.3,False,1005,,resultsByDateResults
80,14550669,03 FEB 2017,Gold Coast,Gold Coast (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.30,+0.2,False,986,,resultsByDateResults
81,14550669,17 FEB 2017,"Canberra AACT Ch., Canberra",Canberra (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,3.,7.57,+1.3,False,1045,,resultsByDateResults
82,14550669,25 FEB 2017,"Brisbane Queensland Ch., Brisbane - U20 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H2,1.,11.01,-3.0,False,901,,resultsByDateResults
83,14550669,25 FEB 2017,"Brisbane Queensland Ch., Brisbane - U20 Events",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,1.,10.97,-3.1,False,913,,resultsByDateResults
84,14550669,25 FEB 2017,"Brisbane Queensland Ch., Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,5.,7.44,+1.7,False,1016,,resultsByDateResults
85,14550669,12 MAR 2017,"Canberra Summer of aths Grand Prix, Canberra",Canberra (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,3.,7.76,+0.5,False,1086,,resultsByDateResults
86,14550669,26 MAR 2017,"Sydney Australian U20 Ch., Sydney",Sydney (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.79,+0.4,False,1092,,resultsByDateResults
87,14550669,27 MAR 2017,"Sydney Australian U20 Ch., Sydney",Sydney (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H3,1.,10.65,+1.5,False,993,,resultsByDateResults
88,14550669,31 MAR 2017,"Sydney Australian Ch., Sydney",Sydney (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,B,Q,11.,7.38,+2.8,True,988,,resultsByDateResults
89,14550669,31 MAR 2017,"Sydney Australian Ch., Sydney",Sydney (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,B,Q,,7.37,+1.8,False,1001,,resultsByDateResults
90,14550669,08 JUL 2017,"Gold Coast Down Under Ch., Gold Coast",Gold Coast (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.33,NWI,False,963,,resultsByDateResults
91,14550669,25 SEP 2017,"Gold Coast Australian University Games, Gold Coast",Gold Coast (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,H2,1.,11.12,-3.0,False,869,,resultsByDateResults
92,14550669,25 SEP 2017,"Gold Coast Australian University Games, Gold Coast",Gold Coast (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,Q,3.,7.41,+2.5,True,995,,resultsByDateResults
93,14550669,26 SEP 2017,"Gold Coast Australian University Games, Gold Coast",Gold Coast (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,SF2,1.,10.83,+4.2,True,912,,resultsByDateResults
94,14550669,26 SEP 2017,"Gold Coast Australian University Games, Gold Coast",Gold Coast (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,7.,11.19,-0.7,False,835,,resultsByDateResults
95,14550669,25 NOV 2017,"Brisbane Jai Taurima Shield, Brisbane",Brisbane (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F1,2.,10.87,-0.7,False,929,,resultsByDateResults
96,14550669,25 NOV 2017,"Brisbane Jai Taurima Shield, Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.53,+0.9,False,1036,,resultsByDateResults
97,14550669,16 DEC 2017,"Brisbane Carlee Beattie Shield, Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F2,1.,7.86,+4.5,True,1080,,resultsByDateResults
98,14550669,13 JAN 2018,"Brisbane Alana Boyd Shield, Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,4.,7.38,+2.4,True,990,,resultsByDateResults
99,14550669,03 FEB 2018,"Brisbane Queensland Ch., Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,2.,7.68,NWI,False,1038,,resultsByDateResults
100,14550669,17 FEB 2018,"Gold Coast Australian Ch., Gold Coast",Gold Coast (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,B,Q,11.,7.42,-0.6,False,1015,,resultsByDateResults
101,14550669,29 NOV 2018,Melbourne,Melbourne (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.82,NWI,False,1069,,resultsByDateResults
102,14550669,12 JAN 2019,"AV Shield, Melbourne",Melbourne (AUS),False,100,100-metres,sprints,100 Metres,AUS,F,F,1.,10.87,-3.8,False,947,,resultsByDateResults
103,14550669,19 JAN 2019,"AV Shield, Melbourne",Melbourne (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.79,-0.4,False,1094,,resultsByDateResults
104,14550669,28 JAN 2019,"Track Classic, Canberra",Canberra (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,B,F,2.,7.65,0.0,False,1062,,resultsByDateResults
105,14550669,09 FEB 2019,"AACT Ch., Canberra",Canberra (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,E,F,1.,8.20,+2.1,True,1169,,resultsByDateResults
106,14550669,09 FEB 2019,"AACT Ch., Canberra",Canberra (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,E,F,,7.73,+0.5,False,1079,,resultsByDateResults
107,14550669,09 MAR 2019,"Victorian Ch., Melbourne",Melbourne (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,E,F,1.,7.86,-0.2,False,1108,,resultsByDateResults
108,14550669,16 MAR 2019,"Jandakot Airport Perth Track Classic, Perth",Perth (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,C,F,1.,8.32,+2.6,True,1193,,resultsByDateResults
109,14550669,16 MAR 2019,"Jandakot Airport Perth Track Classic, Perth",Perth (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,C,F,,8.13,+1.1,False,1166,,resultsByDateResults
110,14550669,23 MAR 2019,"Queensland International Track Classic, Brisbane",Brisbane (AUS),False,LJ,long-jump,jumps,Long Jump,AUS,B,F,1.,8.05,+1.1,False,1149,,resultsByDateResults
111,14550669,30 JUN 2019,"Résisprint International, La Chaux-de-Fonds",La Chaux-de-Fonds (SUI),False,LJ,long-jump,jumps,Long Jump,SUI,C,F,4.,8.12,+1.3,False,1164,,resultsByDateResults
112,14550669,05 JUL 2019,"Athletissima, Stade Olympique de la Pontaise, Lausanne - Diamond Discipline","Stade Olympique de la Pontaise, Lausanne (SUI)",False,LJ,long-jump,jumps,Long Jump,SUI,GW,F,6.,8.05,+0.7,False,1149,,resultsByDateResults
113,14550669,12 JUL 2019,"Universiade, Napoli",Napoli (ITA),False,LJ,long-jump,jumps,Long Jump,ITA,B,Q1,4.,7.66,-1.3,False,1071,,resultsByDateResults
114,14550669,13 JUL 2019,"Universiade, Napoli",Napoli (ITA),False,LJ,long-jump,jumps,Long Jump,ITA,B,F,3.,7.90,+0.4,False,1116,,resultsByDateResults
115,14550669,27 SEP 2019,"IAAF World Championships in Athletics, Khalifa International Stadium, Doha","Khalifa International Stadium, Doha (QAT)",False,LJ,long-jump,jumps,Long Jump,QAT,OW,Q2,9.,7.82,-0.2,False,1100,,resultsByDateResults
116,14550669,30 NOV 2019,"AVSL Round 6, Meadowglen Stadium, Epping, Melbourne","Meadowglen Stadium, Epping, Melbourne (AUS)",False,100,100-metres,sprints,100 Metres,AUS,F,F13,1.,10.84,NWI,False,904,,resultsByDateResults
117,14550669,25 JAN 2020,"AACT Ch., AIS Athletics Track, Canberra","AIS Athletics Track, Canberra (AUS)",False,LJ,long-jump,jumps,Long Jump,AUS,E,F,1.,8.20,+1.4,False,1181,,resultsByDateResults
118,14550669,01 FEB 2020,"Jandakot Airport Track Classic, WA Sports Centre, Perth","WA Sports Centre, Perth (AUS)",False,LJ,long-jump,jumps,Long Jump,AUS,D,F,6.,7.26,+1.1,False,978,,resultsByDateResults
119,14550669,26 JAN 2021,"Zátopek 10, Hagenauer Reserve, Box Hill, Melbourne","Hagenauer Reserve, Box Hill, Melbourne (AUS)",False,LJ,long-jump,jumps,Long Jump,AUS,D,F,1.,7.96,+1.0,False,1129,,resultsByDateResults
120,14550669,29 JUN 2021,"Spitzen Leichtathletik, Stadion Allmend, Luzern","Stadion Allmend, Luzern (SUI)",False,LJ,long-jump,jumps,Long Jump,SUI,B,F,9.,7.63,+0.2,False,1057,,resultsByDateResults
121,14550669,07 JUL 2021,"14° Triveneto Meeting Internazionale, Stadio Giuseppe Grezar, Trieste","Stadio Giuseppe Grezar, Trieste (ITA)",False,LJ,long-jump,jumps,Long Jump,ITA,D,F,1.,8.02,-0.2,False,1143,,resultsByDateResults
122,14550669,07 JUN 2022,"Oceania Athletics Championships, Aquatic and Recreation Centre, Mackay","Aquatic and Recreation Centre, Mackay (AUS)",False,LJ,long-jump,jumps,Long Jump,AUS,GL,F,2.,7.84,0.0,False,1103,,resultsByDateResults
123,14550669,24 JUN 2022,"Invitational Meet, Barlow Park, Cairns","Barlow Park, Cairns (AUS)",False,LJ,long-jump,jumps,Long Jump,AUS,F,F,1.,7.96,+1.5,False,1129,,resultsByDateResults
124,14550669,30 AUG 2022,"Spitzen Leichtathletik, Stadion Allmend, Luzern","Stadion Allmend, Luzern (SUI)",False,LJ,long-jump,jumps,Long Jump,SUI,B,F,10.,7.16,-2.0,False,968,,resultsByDateResults
125,14550669,04 SEP 2022,"XXXV Meeting Città di Padova, Stadio Colbachini, Padova","Stadio Colbachini, Padova (ITA)",False,LJ,long-jump,jumps,Long Jump,ITA,C,F,2.,7.99,+0.8,False,1136,,resultsByDateResults
